Geneid	Chr	Start	End	Strand	Length	align/bam/SRR20959676	align/bam/SRR20959677	align/bam/SRR20959678	align/bam/SRR20959679	align/bam/SRR20959680	align/bam/SRR20959681	align/bam/SRR20959682	align/bam/SRR20959683
SAUSA300_RS12950	NC_007793.1	2522076	2524481	-	2406	52	0	66	38	10	28	68	6
SAUSA300_RS12955	NC_007793.1	2524547	2525278	-	732	4	0	0	2	2	8	6	0
SAUSA300_RS12960	NC_007793.1	2525508	2526044	-	537	0	0	0	0	0	0	0	4
SAUSA300_RS12965	NC_007793.1	2526277	2527101	-	825	108	16	14	4	2	8	56	47
SAUSA300_RS12970	NC_007793.1	2527318	2527500	-	183	11	0	0	4	0	0	0	17
SAUSA300_RS12975	NC_007793.1	2527584	2528051	-	468	2	22	0	0	2	4	2	0
SAUSA300_RS12980	NC_007793.1	2528237	2529787	-	1551	4	2	18	0	4	2	2	0
SAUSA300_RS12985	NC_007793.1	2530082	2530348	-	267	0	0	0	0	24	0	0	0
SAUSA300_RS12990	NC_007793.1	2530348	2530599	-	252	0	0	0	0	0	0	0	2
SAUSA300_RS12995	NC_007793.1	2530764	2530865	-	102	0	0	0	0	0	0	0	0
SAUSA300_RS13000	NC_007793.1	2530872	2531471	-	600	27	0	78	14	39	20	71	9
SAUSA300_RS13005	NC_007793.1	2531490	2531849	-	360	6	4	3	11	23	8	12	7
SAUSA300_RS13010	NC_007793.1	2532104	2533354	+	1251	22	10	50	4	6	12	154	0
SAUSA300_RS13015	NC_007793.1	2533451	2534182	-	732	727	109	596	462	612	414	782	168
SAUSA300_RS13020	NC_007793.1	2534179	2534898	-	720	406	59	95	612	579	232	1155	97
SAUSA300_RS13025	NC_007793.1	2534879	2535658	-	780	23	24	85	26	16	5	49	1
SAUSA300_RS13030	NC_007793.1	2535779	2537218	-	1440	116	16	138	156	81	100	125	61
SAUSA300_RS13040	NC_007793.1	2537392	2537496	+	105	2	0	0	4	8	2	0	0
SAUSA300_RS13045	NC_007793.1	2537650	2538336	-	687	24	12	12	9	17	10	64	16
SAUSA300_RS13050	NC_007793.1	2538663	2539529	-	867	18	2	16	2	6	2	170	12
SAUSA300_RS13055	NC_007793.1	2540082	2540186	-	105	0	0	5	0	0	0	0	0
SAUSA300_RS13060	NC_007793.1	2540281	2541591	+	1311	18	0	25	0	2	14	238	4
SAUSA300_RS13070	NC_007793.1	2542127	2543056	+	930	20	20	40	38	42	50	450	40
SAUSA300_RS13075	NC_007793.1	2543623	2544570	+	948	19	2	72	20	2	60	63	16
SAUSA300_RS13080	NC_007793.1	2544572	2545549	+	978	52	12	139	30	30	175	94	38
SAUSA300_RS13085	NC_007793.1	2545601	2546068	-	468	0	0	0	0	0	2	0	0
SAUSA300_RS13090	NC_007793.1	2546079	2546771	-	693	0	0	4	0	6	2	4	0
SAUSA300_RS13095	NC_007793.1	2546782	2547897	-	1116	12	4	128	12	16	12	14	0
SAUSA300_RS13100	NC_007793.1	2547875	2548882	-	1008	2	0	0	10	4	2	2	0
SAUSA300_RS13105	NC_007793.1	2548884	2550242	-	1359	4	2	56	0	2	6	8	0
SAUSA300_RS13110	NC_007793.1	2550220	2550906	-	687	0	0	6	6	0	0	16	1
SAUSA300_RS13115	NC_007793.1	2550960	2551127	-	168	0	0	0	0	0	0	0	0
SAUSA300_RS13125	NC_007793.1	2551358	2553091	-	1734	0	0	0	8	0	0	2	0
SAUSA300_RS13130	NC_007793.1	2553116	2554879	-	1764	0	0	0	0	0	0	4	0
SAUSA300_RS13140	NC_007793.1	2555507	2555614	-	108	18	0	0	32	8	6	8	38
SAUSA300_RS13145	NC_007793.1	2555748	2556134	-	387	12	16	22	16	16	44	0	4
SAUSA300_RS13150	NC_007793.1	2556402	2557544	+	1143	1929	314	593	814	597	430	1777	293
SAUSA300_RS13155	NC_007793.1	2557604	2558263	+	660	135	151	52	84	116	105	420	26
SAUSA300_RS13160	NC_007793.1	2558445	2559656	+	1212	456	104	144	204	324	110	706	126
SAUSA300_RS13165	NC_007793.1	2559779	2560252	-	474	0	0	0	0	2	0	0	0
SAUSA300_RS13170	NC_007793.1	2560365	2561021	+	657	157	14	32	78	104	50	238	26
SAUSA300_RS13175	NC_007793.1	2561084	2561890	-	807	61	0	0	0	20	5	35	0
SAUSA300_RS13180	NC_007793.1	2562176	2563585	+	1410	855	191	262	323	560	446	945	239
SAUSA300_RS13185	NC_007793.1	2563723	2565801	+	2079	63	13	80	23	56	22	129	11
SAUSA300_RS13195	NC_007793.1	2565941	2567770	-	1830	101	12	34	44	82	32	391	42
SAUSA300_RS13205	NC_007793.1	2568002	2569498	+	1497	60	44	44	36	34	54	104	28
SAUSA300_RS13210	NC_007793.1	2569590	2570441	-	852	52	14	64	32	130	4	96	24
SAUSA300_RS13220	NC_007793.1	2570763	2571698	-	936	24	6	18	10	14	7	45	3
SAUSA300_RS13225	NC_007793.1	2571924	2573324	-	1401	128	28	112	36	75	40	226	46
SAUSA300_RS13230	NC_007793.1	2573618	2574313	-	696	218	239	65	1387	1146	739	4830	87
SAUSA300_RS13235	NC_007793.1	2574313	2575254	-	942	272	59	177	127	123	160	989	72
SAUSA300_RS13240	NC_007793.1	2575271	2575906	-	636	257	143	192	182	249	253	1323	113
SAUSA300_RS13245	NC_007793.1	2575903	2577129	-	1227	132	68	20	6	80	62	250	28
SAUSA300_RS13250	NC_007793.1	2577456	2577575	-	120	0	0	0	0	0	0	0	0
SAUSA300_RS13255	NC_007793.1	2577655	2577795	-	141	0	0	0	0	0	0	0	0
SAUSA300_RS13260	NC_007793.1	2577799	2578398	-	600	3	0	0	0	1	0	4	4
SAUSA300_RS13265	NC_007793.1	2578578	2580215	+	1638	241	28	25	96	135	108	194	28
SAUSA300_RS13270	NC_007793.1	2580823	2582175	+	1353	610	365	227	792	1195	752	316	44
SAUSA300_RS13275	NC_007793.1	2582237	2583424	-	1188	162	56	77	334	324	120	249	48
SAUSA300_RS13280	NC_007793.1	2583820	2584596	-	777	1305	510	146	2136	1388	281	164	302
SAUSA300_RS13285	NC_007793.1	2584589	2585251	-	663	12	0	0	0	10	2	6	0
SAUSA300_RS13290	NC_007793.1	2585499	2586575	-	1077	68	20	7	62	124	40	114	16
SAUSA300_RS13295	NC_007793.1	2586930	2587196	-	267	0	21	0	12	34	0	28	0
SAUSA300_RS13300	NC_007793.1	2587196	2587453	-	258	0	4	0	2	0	0	2	0
SAUSA300_RS16035	NC_007793.1	2587559	2587753	-	195	0	0	0	0	0	0	0	0
SAUSA300_RS13310	NC_007793.1	2587812	2588267	+	456	0	0	0	0	4	0	0	0
SAUSA300_RS13315	NC_007793.1	2588435	2590012	-	1578	120	26	156	90	98	102	156	50
SAUSA300_RS13320	NC_007793.1	2590207	2590956	+	750	2	0	8	0	6	4	22	0
SAUSA300_RS13325	NC_007793.1	2591180	2592373	-	1194	32	8	18	52	64	36	90	4
SAUSA300_RS13330	NC_007793.1	2592385	2593134	-	750	0	0	0	2	8	0	16	0
SAUSA300_RS13335	NC_007793.1	2593127	2593942	-	816	0	0	0	0	8	0	2	0
SAUSA300_RS13340	NC_007793.1	2593939	2594808	-	870	5	0	15	15	4	11	18	5
SAUSA300_RS13345	NC_007793.1	2594805	2595740	-	936	2	0	13	16	8	17	23	2
SAUSA300_RS13350	NC_007793.1	2595753	2597351	-	1599	18	0	6	3	4	4	75	9
SAUSA300_RS13355	NC_007793.1	2597494	2598795	-	1302	0	0	6	6	0	2	4	0
SAUSA300_RS13360	NC_007793.1	2598788	2599606	-	819	0	0	0	0	0	0	14	0
SAUSA300_RS13365	NC_007793.1	2599617	2600438	-	822	0	0	0	6	0	0	4	0
SAUSA300_RS13370	NC_007793.1	2601305	2601670	-	366	13	0	0	0	0	6	0	0
SAUSA300_RS13380	NC_007793.1	2602984	2604522	+	1539	1163	46	159	265	255	136	579	108
SAUSA300_RS13385	NC_007793.1	2604634	2605056	-	423	246	30	18	115	182	82	11	24
SAUSA300_RS13390	NC_007793.1	2605508	2605927	-	420	0	0	0	0	0	3	0	6
SAUSA300_RS13395	NC_007793.1	2605945	2606364	-	420	0	0	1	0	0	3	0	0
SAUSA300_RS13405	NC_007793.1	2606631	2607053	-	423	122	0	47	0	0	146	41	53
SAUSA300_RS13410	NC_007793.1	2607304	2607999	-	696	1340	12	82	84	44	365	197	134
SAUSA300_RS13415	NC_007793.1	2608288	2608569	+	282	0	0	0	0	0	0	54	0
SAUSA300_RS13420	NC_007793.1	2608505	2608690	+	186	0	0	0	4	1	0	8	5
SAUSA300_RS13425	NC_007793.1	2608829	2609020	-	192	140	80	346	264	79	64	708	25
SAUSA300_RS13430	NC_007793.1	2609581	2610375	-	795	0	14	0	0	14	0	0	0
SAUSA300_RS13435	NC_007793.1	2610911	2611198	-	288	0	0	0	0	0	0	0	0
SAUSA300_RS13440	NC_007793.1	2611201	2611527	-	327	0	0	0	0	1	0	4	0
SAUSA300_RS13460	NC_007793.1	2613744	2614520	-	777	0	14	3	0	0	0	6	0
SAUSA300_RS13465	NC_007793.1	2614823	2617684	-	2862	16	4	0	4	38	28	0	0
SAUSA300_RS13470	NC_007793.1	2617686	2618078	-	393	4	0	0	0	0	6	0	0
SAUSA300_RS13475	NC_007793.1	2618195	2620003	+	1809	14	2	16	21	26	26	56	0
SAUSA300_RS13480	NC_007793.1	2620287	2620553	+	267	0	0	0	1	0	1	14	0
SAUSA300_RS13485	NC_007793.1	2620697	2621005	+	309	2	0	0	0	0	0	59	0
SAUSA300_RS13490	NC_007793.1	2621113	2621346	-	234	0	0	0	0	0	0	7	0
SAUSA300_RS13495	NC_007793.1	2621327	2622520	-	1194	0	2	0	8	22	28	0	0
SAUSA300_RS13510	NC_007793.1	2626556	2626912	-	357	0	0	0	0	0	0	0	0
SAUSA300_RS13515	NC_007793.1	2627241	2627984	+	744	0	0	0	0	0	0	0	0
SAUSA300_RS13520	NC_007793.1	2628195	2629061	-	867	44	0	8	0	0	24	36	0
SAUSA300_RS13525	NC_007793.1	2629241	2632063	-	2823	30	6	61	22	25	46	4	10
SAUSA300_RS13530	NC_007793.1	2632745	2635801	-	3057	56	14	32	23	46	16	22	18
SAUSA300_RS13535	NC_007793.1	2635785	2635886	-	102	0	0	0	0	0	0	0	0
SAUSA300_RS13545	NC_007793.1	2636270	2637628	-	1359	438	42	232	182	114	176	1699	110
SAUSA300_RS13550	NC_007793.1	2637745	2639298	-	1554	86	2	12	26	16	22	284	24
SAUSA300_RS13555	NC_007793.1	2639322	2640002	-	681	0	0	0	0	0	0	10	8
SAUSA300_RS13560	NC_007793.1	2640156	2640920	-	765	296	90	198	200	116	160	614	82
SAUSA300_RS13565	NC_007793.1	2641085	2641777	-	693	0	8	4	5	8	82	22	2
SAUSA300_RS13570	NC_007793.1	2642008	2642424	-	417	0	0	2	0	0	14	10	0
SAUSA300_RS13575	NC_007793.1	2642563	2644386	-	1824	330	68	398	80	94	130	1177	66
SAUSA300_RS13580	NC_007793.1	2644864	2646141	-	1278	394	88	212	240	276	228	2084	358
SAUSA300_RS13585	NC_007793.1	2646688	2647299	+	612	209	41	329	65	148	91	95	98
SAUSA300_RS13590	NC_007793.1	2647308	2647406	-	99	0	0	0	0	0	0	0	0
SAUSA300_RS13595	NC_007793.1	2647396	2648559	-	1164	0	0	4	0	0	0	8	0
SAUSA300_RS13600	NC_007793.1	2648552	2649010	-	459	0	0	0	0	0	0	3	0
SAUSA300_RS13605	NC_007793.1	2649444	2650139	+	696	2	2	6	0	2	6	241	6
SAUSA300_RS13610	NC_007793.1	2650141	2650911	+	771	0	8	6	0	0	2	74	4
SAUSA300_RS13615	NC_007793.1	2651284	2653248	+	1965	249	58	1941	200	157	459	8768	90
SAUSA300_RS13625	NC_007793.1	2653592	2654671	+	1080	282	85	761	98	200	171	1034	172
SAUSA300_RS13630	NC_007793.1	2654776	2655369	-	594	0	0	10	4	0	0	22	0
SAUSA300_RS13635	NC_007793.1	2655391	2656359	-	969	2	0	10	2	0	8	1	0
SAUSA300_RS13640	NC_007793.1	2656437	2656871	-	435	0	0	0	0	4	4	1	0
SAUSA300_RS13645	NC_007793.1	2657098	2657382	+	285	0	0	0	0	3	1	2	0
SAUSA300_RS13650	NC_007793.1	2657553	2658359	+	807	634	132	42	264	753	177	5325	42
SAUSA300_RS13655	NC_007793.1	2658479	2659150	-	672	1892	296	182	676	1094	442	1310	217
SAUSA300_RS13660	NC_007793.1	2659420	2660412	+	993	259	42	74	22	22	25	308	62
SAUSA300_RS13665	NC_007793.1	2660661	2661461	-	801	0	0	4	0	0	12	8	6
SAUSA300_RS13670	NC_007793.1	2661782	2662417	+	636	0	0	0	0	0	0	0	0
SAUSA300_RS13675	NC_007793.1	2662423	2663154	+	732	0	0	0	0	0	0	0	4
SAUSA300_RS13680	NC_007793.1	2663314	2663934	-	621	2	0	3	0	1	6	19	0
SAUSA300_RS13685	NC_007793.1	2664128	2664619	+	492	113	6	13	22	83	43	79	3
SAUSA300_RS13690	NC_007793.1	2665057	2665227	-	171	0	0	0	0	2	16	0	0
SAUSA300_RS13695	NC_007793.1	2665289	2665387	-	99	0	0	0	0	0	0	0	0
SAUSA300_RS13700	NC_007793.1	2665406	2666305	-	900	201	24	14	92	66	42	112	32
SAUSA300_RS13705	NC_007793.1	2666319	2666999	-	681	2	0	0	0	4	0	0	2
SAUSA300_RS13710	NC_007793.1	2667002	2668045	-	1044	188	4	42	94	57	21	49	10
SAUSA300_RS13715	NC_007793.1	2668596	2668799	+	204	0	0	0	0	4	0	4	0
SAUSA300_RS13720	NC_007793.1	2668982	2669917	+	936	12	4	24	10	22	30	8	8
SAUSA300_RS13725	NC_007793.1	2669999	2670967	-	969	245	18	14	72	234	78	240	40
SAUSA300_RS13730	NC_007793.1	2671100	2671444	-	345	97	18	85	12	36	20	88	20
SAUSA300_RS13735	NC_007793.1	2671486	2671896	-	411	24	3	3	0	8	0	10	0
SAUSA300_RS13740	NC_007793.1	2672276	2674342	-	2067	55	8	0	28	10	20	104	16
SAUSA300_RS13745	NC_007793.1	2674643	2676382	-	1740	9718	1051	3420	4350	2897	3158	3114	1060
SAUSA300_RS13750	NC_007793.1	2676429	2677118	-	690	1812	532	637	1505	1138	822	910	270
SAUSA300_RS13755	NC_007793.1	2677111	2677506	-	396	0	2	0	0	0	0	2	0
SAUSA300_RS13760	NC_007793.1	2677719	2678597	-	879	8	0	0	14	6	4	0	0
SAUSA300_RS13765	NC_007793.1	2678764	2678982	+	219	74	24	125	32	198	14	83	721
SAUSA300_RS13770	NC_007793.1	2679371	2679802	+	432	8	2	3	12	4	20	24	13
SAUSA300_RS13775	NC_007793.1	2680067	2680171	-	105	0	0	0	0	0	0	0	0
SAUSA300_RS15905	NC_007793.1	2680334	2680468	-	135	0	0	0	0	0	0	0	0
SAUSA300_RS13785	NC_007793.1	2680562	2680819	-	258	0	0	0	0	0	0	0	0
SAUSA300_RS13790	NC_007793.1	2681398	2682675	-	1278	262	30	0	74	74	32	141	46
SAUSA300_RS13795	NC_007793.1	2682929	2684095	+	1167	510	72	148	223	228	190	354	134
SAUSA300_RS13800	NC_007793.1	2684265	2684786	-	522	52	1	6	9	9	0	26	0
SAUSA300_RS13805	NC_007793.1	2685195	2687300	+	2106	3581	408	335	1777	1814	160	124	362
SAUSA300_RS13810	NC_007793.1	2687369	2687539	-	171	0	0	0	0	0	0	0	0
SAUSA300_RS13815	NC_007793.1	2687552	2689546	-	1995	6	0	12	0	2	79	4	0
SAUSA300_RS13820	NC_007793.1	2689558	2689785	-	228	0	0	0	0	0	0	0	0
SAUSA300_RS13825	NC_007793.1	2690001	2692490	-	2490	16	4	51	21	23	24	98	4
SAUSA300_RS13830	NC_007793.1	2692635	2693183	+	549	8	4	5	3	11	20	1	0
SAUSA300_RS13835	NC_007793.1	2693260	2693427	-	168	17	0	0	1	1	1	0	3
SAUSA300_RS13840	NC_007793.1	2693539	2695083	-	1545	2273	260	920	986	864	637	2285	521
SAUSA300_RS13845	NC_007793.1	2695273	2695872	-	600	5	11	0	19	22	19	8	5
SAUSA300_RS13850	NC_007793.1	2696111	2696302	+	192	120	63	36	0	10	6	146	8
SAUSA300_RS13855	NC_007793.1	2696542	2698950	+	2409	6317	2098	2550	5498	4855	1836	21301	1543
SAUSA300_RS13860	NC_007793.1	2699241	2699447	+	207	31	8	0	21	36	10	1517	14
SAUSA300_RS13865	NC_007793.1	2699537	2700535	-	999	40	22	30	16	18	8	369	14
SAUSA300_RS13870	NC_007793.1	2700558	2701712	-	1155	188	8	66	210	128	54	215	14
SAUSA300_RS13875	NC_007793.1	2702139	2703647	-	1509	995	230	198	658	542	820	280	132
SAUSA300_RS13880	NC_007793.1	2703659	2704522	-	864	111	67	44	60	48	108	46	12
SAUSA300_RS13885	NC_007793.1	2704559	2705686	-	1128	1064	198	86	565	418	460	146	121
SAUSA300_RS13890	NC_007793.1	2705692	2707185	-	1494	315	65	12	209	162	166	185	74
SAUSA300_RS13895	NC_007793.1	2707178	2707666	-	489	15	0	0	4	0	0	1	0
SAUSA300_RS13900	NC_007793.1	2707841	2708608	-	768	24	6	18	10	18	22	134	20
SAUSA300_RS13905	NC_007793.1	2708969	2710780	-	1812	14	6	10	34	0	4	174	12
SAUSA300_RS13910	NC_007793.1	2711291	2711779	-	489	0	0	0	10	0	1	0	0
SAUSA300_RS13915	NC_007793.1	2712055	2712756	-	702	1512	86	252	4843	1972	625	4155	525
SAUSA300_RS13920	NC_007793.1	2713364	2714419	-	1056	6	0	18	0	6	0	22	2
SAUSA300_RS15630	NC_007793.1	2714546	2714644	-	99	0	1	18	4	0	4	0	0
SAUSA300_RS13930	NC_007793.1	2714829	2715398	+	570	2	0	6	18	6	12	8	0
SAUSA300_RS15635	NC_007793.1	2715596	2716096	+	501	90	186	63	165	403	151	378	14
SAUSA300_RS13940	NC_007793.1	2716316	2716546	+	231	28	21	14	36	40	33	15	2
SAUSA300_RS13945	NC_007793.1	2716696	2717073	-	378	30	5	12	1	4	5	3	4
SAUSA300_RS13950	NC_007793.1	2717090	2717911	-	822	50	16	110	35	26	36	72	2
SAUSA300_RS13955	NC_007793.1	2717931	2718230	-	300	0	0	0	2	0	2	0	0
SAUSA300_RS13960	NC_007793.1	2718361	2718918	+	558	20	0	24	0	18	24	6	8
SAUSA300_RS13965	NC_007793.1	2718911	2719615	+	705	60	0	40	28	22	92	97	34
SAUSA300_RS13970	NC_007793.1	2719713	2720723	+	1011	419	55	153	137	166	179	113	34
SAUSA300_RS13975	NC_007793.1	2720743	2721573	+	831	538	45	28	370	588	86	141	42
SAUSA300_RS13980	NC_007793.1	2721720	2722610	-	891	66	38	2	8	30	36	118	6
SAUSA300_RS13985	NC_007793.1	2722708	2724048	-	1341	0	0	0	0	4	0	43	2
SAUSA300_RS13990	NC_007793.1	2724042	2725148	-	1107	12	0	0	2	8	0	47	6
SAUSA300_RS13995	NC_007793.1	2725482	2725778	-	297	0	0	1	0	0	2	0	0
SAUSA300_RS14000	NC_007793.1	2725766	2726134	-	369	0	0	0	0	1	0	0	0
SAUSA300_RS14005	NC_007793.1	2726149	2726427	-	279	0	0	0	0	0	0	0	0
SAUSA300_RS14010	NC_007793.1	2726769	2727635	-	867	45	0	4	8	4	8	182	4
SAUSA300_RS14015	NC_007793.1	2727853	2728917	+	1065	138	20	64	50	100	103	205	54
SAUSA300_RS14020	NC_007793.1	2729072	2729347	+	276	5	0	0	0	12	3	13	0
SAUSA300_RS14025	NC_007793.1	2729533	2730255	-	723	6	0	0	0	0	0	4	0
SAUSA300_RS14030	NC_007793.1	2730609	2731058	+	450	194	0	76	92	62	63	621	30
SAUSA300_RS14035	NC_007793.1	2731139	2731726	-	588	10	9	33	14	8	36	62	9
SAUSA300_RS14040	NC_007793.1	2731704	2731802	-	99	0	0	0	0	0	0	0	0
SAUSA300_RS14045	NC_007793.1	2731859	2733541	+	1683	130	78	130	107	160	113	416	33
SAUSA300_RS14050	NC_007793.1	2733670	2734053	-	384	1	0	0	0	0	0	0	3
SAUSA300_RS14055	NC_007793.1	2734055	2734906	-	852	162	20	73	37	107	78	74	54
SAUSA300_RS14060	NC_007793.1	2734899	2735717	-	819	50	3	24	10	43	24	33	23
SAUSA300_RS14065	NC_007793.1	2735790	2736650	+	861	15	11	8	70	68	106	76	4
SAUSA300_RS14070	NC_007793.1	2736736	2737440	-	705	2	4	26	10	2	0	30	2
SAUSA300_RS14075	NC_007793.1	2737718	2738677	-	960	180	0	44	34	2	32	182	26
SAUSA300_RS14085	NC_007793.1	2739364	2740812	+	1449	901	76	458	228	732	541	1148	344
SAUSA300_RS14090	NC_007793.1	2740893	2742230	-	1338	70	22	64	24	54	6	207	14
SAUSA300_RS14095	NC_007793.1	2742488	2742904	+	417	4	4	14	0	10	6	0	7
SAUSA300_RS14100	NC_007793.1	2743027	2743917	+	891	703	38	478	452	290	374	2037	127
SAUSA300_RS14105	NC_007793.1	2744110	2745606	-	1497	1997	458	1357	2508	1319	1052	9525	800
SAUSA300_RS14110	NC_007793.1	2745902	2746231	+	330	1	0	0	0	2	16	24	0
SAUSA300_RS14115	NC_007793.1	2746291	2747889	-	1599	1124	321	182	139	490	505	2096	179
SAUSA300_RS14120	NC_007793.1	2748083	2748526	-	444	33	16	2	5	7	26	178	1
SAUSA300_RS14125	NC_007793.1	2748807	2749019	-	213	0	0	0	2	0	0	0	0
SAUSA300_RS14130	NC_007793.1	2749297	2751006	-	1710	19	6	2	48	24	4	86	6
SAUSA300_RS14135	NC_007793.1	2751267	2752757	-	1491	11	0	20	24	10	10	47	0
SAUSA300_RS14140	NC_007793.1	2752826	2752921	+	96	0	0	0	0	0	0	1	0
SAUSA300_RS14145	NC_007793.1	2753010	2753573	+	564	0	0	16	0	6	0	6	0
SAUSA300_RS14150	NC_007793.1	2753761	2754447	-	687	26	0	0	0	0	0	0	4
SAUSA300_RS14155	NC_007793.1	2754711	2756333	-	1623	67	0	14	14	12	10	88	20
SAUSA300_RS14160	NC_007793.1	2756465	2756626	+	162	1	0	0	0	0	0	0	0
SAUSA300_RS14165	NC_007793.1	2756642	2756752	-	111	0	0	0	0	0	0	0	0
SAUSA300_RS14170	NC_007793.1	2756852	2757388	-	537	47	10	46	16	42	29	109	14
SAUSA300_RS14175	NC_007793.1	2757385	2759235	-	1851	361	62	134	131	319	130	858	115
SAUSA300_RS14180	NC_007793.1	2759482	2760852	-	1371	14	12	13	12	0	6	16	10
SAUSA300_RS14185	NC_007793.1	2761174	2761269	-	96	0	0	11	0	0	0	0	0
SAUSA300_RS14190	NC_007793.1	2761345	2761950	-	606	296	30	8	108	69	70	148	46
SAUSA300_RS14195	NC_007793.1	2762013	2763893	-	1881	81	6	18	22	50	42	62	27
SAUSA300_RS14200	NC_007793.1	2764088	2764180	+	93	0	0	0	0	0	0	0	0
SAUSA300_RS14205	NC_007793.1	2764288	2764785	-	498	84	38	66	26	30	2	36	30
SAUSA300_RS14210	NC_007793.1	2764795	2765055	-	261	0	4	0	0	0	0	1	0
SAUSA300_RS14215	NC_007793.1	2765437	2765550	-	114	0	2	0	0	0	0	0	3
SAUSA300_RS14225	NC_007793.1	2766209	2768209	-	2001	42	14	84	25	23	29	61	12
SAUSA300_RS14230	NC_007793.1	2768206	2768961	-	756	6	16	16	18	20	9	9	2
SAUSA300_RS14235	NC_007793.1	2769069	2769956	-	888	33	14	55	20	34	92	46	8
SAUSA300_RS14240	NC_007793.1	2769967	2770632	-	666	6	32	33	16	14	30	43	14
SAUSA300_RS14245	NC_007793.1	2770658	2770858	-	201	2	0	0	0	8	1	2	0
SAUSA300_RS14255	NC_007793.1	2771056	2772480	+	1425	22	10	24	22	30	38	54	10
SAUSA300_RS16135	NC_007793.1	2772540	2772641	-	102	0	0	4	0	1	0	11	2
SAUSA300_RS14260	NC_007793.1	2772763	2773218	-	456	0	22	21	2	21	0	89	2
SAUSA300_RS14265	NC_007793.1	2773463	2774224	-	762	10	0	24	14	6	6	15	4
SAUSA300_RS14270	NC_007793.1	2774340	2777039	-	2700	112688	2179	1149	28639	27034	3881	14354	6398
SAUSA300_RS14275	NC_007793.1	2777389	2778093	-	705	15	0	61	16	19	21	75	2
SAUSA300_RS14280	NC_007793.1	2778192	2779133	-	942	120	26	138	80	43	64	493	28
SAUSA300_RS14285	NC_007793.1	2779150	2780580	-	1431	60	10	64	59	36	51	344	16
SAUSA300_RS14290	NC_007793.1	2780671	2781681	-	1011	0	0	2	2	0	0	22	0
SAUSA300_RS14295	NC_007793.1	2781714	2782949	-	1236	0	0	0	6	0	16	50	0
SAUSA300_RS14300	NC_007793.1	2783126	2783293	-	168	0	0	0	0	0	0	0	0
SAUSA300_RS14305	NC_007793.1	2783296	2783745	-	450	0	0	2	0	0	0	2	2
SAUSA300_RS14310	NC_007793.1	2784112	2785641	-	1530	689	66	126	12	90	46	316	0
SAUSA300_RS14315	NC_007793.1	2786065	2786592	-	528	152	20	0	90	40	10	242	44
SAUSA300_RS14320	NC_007793.1	2786850	2787308	+	459	2	4	0	0	4	2	2	0
SAUSA300_RS14325	NC_007793.1	2787548	2789422	+	1875	26	20	16	4	14	10	56	6
SAUSA300_RS14330	NC_007793.1	2789499	2791451	+	1953	329	34	134	174	240	70	284	74
SAUSA300_RS14335	NC_007793.1	2791465	2792403	+	939	112	20	46	20	64	6	340	34
SAUSA300_RS14340	NC_007793.1	2792515	2795496	-	2982	142	42	66	22	41	32	248	32
SAUSA300_RS14345	NC_007793.1	2795707	2797566	+	1860	500	172	239	334	331	300	2459	148
SAUSA300_RS14350	NC_007793.1	2797833	2798393	-	561	665	47	45	163	285	166	350	87
SAUSA300_RS14355	NC_007793.1	2798561	2800468	-	1908	618	93	471	113	239	307	389	61
SAUSA300_RS14360	NC_007793.1	2800710	2802068	-	1359	220	1472	1350	4080	3861	2081	1937	62
SAUSA300_RS14365	NC_007793.1	2802061	2803569	-	1509	110	626	588	1652	1323	909	701	50
SAUSA300_RS14370	NC_007793.1	2803587	2805977	-	2391	166	521	366	2794	1809	1791	758	78
SAUSA300_RS14375	NC_007793.1	2805967	2806926	-	960	12	0	0	2	4	2	67	0
SAUSA300_RS14380	NC_007793.1	2806904	2808472	-	1569	16	12	0	20	10	4	82	1
SAUSA300_RS14385	NC_007793.1	2808462	2810015	-	1554	18	0	3	13	0	0	24	4
SAUSA300_RS14390	NC_007793.1	2810026	2811237	-	1212	6	0	17	0	0	0	8	6
SAUSA300_RS14395	NC_007793.1	2811367	2818182	-	6816	1493	500	823	1392	328	153	25805	202
SAUSA300_RS14400	NC_007793.1	2818727	2819419	-	693	28	5	7	78	35	18	14	5
SAUSA300_RS14410	NC_007793.1	2820100	2820402	+	303	11	6	0	14	15	9	6	19
SAUSA300_RS14415	NC_007793.1	2820556	2820915	+	360	41	10	25	62	48	21	13	14
SAUSA300_RS14420	NC_007793.1	2821000	2821611	-	612	10	9	3	20	59	30	16	5
SAUSA300_RS14425	NC_007793.1	2821690	2822166	-	477	0	0	6	0	0	0	0	0
SAUSA300_RS14430	NC_007793.1	2822169	2822669	-	501	0	0	0	0	0	0	0	0
SAUSA300_RS14435	NC_007793.1	2822904	2823671	-	768	8	2	2	9	0	6	16	0
SAUSA300_RS14440	NC_007793.1	2823668	2824360	-	693	3	0	14	0	0	0	6	0
SAUSA300_RS14445	NC_007793.1	2824377	2825039	-	663	8	0	0	0	0	0	0	0
SAUSA300_RS14450	NC_007793.1	2825887	2826447	-	561	3	24	10	4	6	13	4	10
SAUSA300_RS14455	NC_007793.1	2826611	2827849	+	1239	2	0	0	0	8	0	6	0
SAUSA300_RS14460	NC_007793.1	2827813	2828118	+	306	4	0	0	0	0	0	3	0
SAUSA300_RS14465	NC_007793.1	2828115	2828987	+	873	4	0	7	6	0	0	8	0
